dormitorios,baños,pies_cuadrados_vivienda,pisos,pies_cuadrados_sin_sotano,pies_cuadrados_sótano,pies_cuadrados_vivienda_15,precio,estado,frente_al_mar,vista,código_postal
2,1.5,1090,1.5,1090,0,1390,685000,3,0,0,98103
2,1.5,1920,1.0,1060,860,2070,495000,3,0,0,98199
3,2.5,1870,2.0,1870,0,1870,299950,3,0,0,98001
4,1.75,2690,1.5,2690,0,1920,390000,3,0,0,98146
3,1.75,2160,1.5,1260,900,1590,385000,4,0,0,98144
4,2.5,3000,2.0,3000,0,3140,740000,3,0,0,98027
4,3.0,2290,2.0,1610,680,1610,991700,3,0,1,98116
3,2.75,2250,2.5,1830,420,2060,765000,4,0,0,98122
4,2.25,2130,2.0,2130,0,2550,802000,4,0,2,98006
4,2.75,2500,1.0,1700,800,2650,950000,4,0,0,98004
4,2.5,2300,2.0,2300,0,2300,392000,3,0,0,98042
3,2.5,3360,1.0,3360,0,2650,590000,3,0,0,98014
4,2.5,1920,2.0,1920,0,1530,425000,2,0,0,98126
5,1.75,2440,1.5,1740,700,2390,765000,4,0,4,98146
3,2.25,1440,2.0,1440,0,1390,313500,4,0,0,98034
3,1.0,1780,2.0,1780,0,1410,320000,4,0,0,98125
4,1.75,1490,1.0,1350,140,1380,604000,3,0,0,98199
3,2.0,1400,2.0,1060,340,1540,570000,3,0,0,98112
4,2.5,2150,2.0,2150,0,1800,639000,4,0,0,98052
4,2.0,1910,1.0,1910,0,1820,335000,4,0,0,98059
4,1.75,2660,2.0,2080,580,2100,896000,4,0,0,98115
3,1.75,1650,1.0,1650,0,1470,259500,3,0,0,98188
3,2.0,1980,1.0,1380,600,1260,637000,4,0,0,98115
4,2.75,2690,1.0,1370,1320,1990,307450,3,0,0,98023
3,1.75,1380,1.0,860,520,1820,535000,4,0,0,98117
4,2.25,2500,1.5,1520,980,1410,669500,4,0,0,98117
3,1.75,1590,1.0,1590,0,1150,259000,3,0,0,98166
4,1.5,1100,1.0,1100,0,2020,441000,1,0,0,98122
4,2.5,1470,2.0,980,490,1460,228800,3,0,0,98118
2,2.0,1680,1.0,1680,0,1570,530000,3,0,0,98053
2,2.0,1450,1.0,750,700,2170,524000,4,0,0,98112
4,2.25,2020,1.5,1200,820,1410,430000,5,0,0,98126
3,1.0,1230,1.0,1230,0,1230,210000,3,0,0,98042
4,2.5,1850,1.0,1230,620,1010,449000,3,0,0,98126
2,2.5,2540,2.0,2540,0,1330,945000,3,0,0,98116
3,1.0,970,1.0,970,0,1000,200450,3,0,0,98188
3,1.5,1070,1.0,1070,0,1030,219950,3,0,0,98002
4,3.0,2620,1.0,1870,750,2630,659500,4,0,0,98006
4,2.75,2110,1.5,2110,0,2420,746000,5,0,0,98008
3,1.75,2110,1.0,1280,830,1810,540000,3,0,0,98052
5,2.0,1910,1.0,1020,890,1030,485000,3,0,0,98133
2,1.0,670,1.0,670,0,740,202000,3,0,0,98126
3,2.75,2010,1.0,1360,650,2200,502000,3,0,0,98028
2,2.75,1770,1.0,1210,560,1600,279000,3,0,0,98001
3,1.0,1340,1.0,1040,300,1270,409500,4,0,0,98103
3,2.0,1660,1.0,1260,400,1660,453000,3,0,0,98034
4,1.0,1820,1.5,1820,0,1140,367000,3,0,0,98106
3,2.5,2510,2.0,2510,0,1840,550000,3,0,0,98056
3,1.5,1560,1.0,1560,0,1820,273500,3,0,0,98031
4,3.0,2280,1.0,1340,940,1540,505000,3,0,0,98125
3,2.5,2650,2.0,2650,0,2550,770000,3,0,0,98053
4,2.25,2470,2.0,2470,0,2270,565000,3,0,0,98155
3,0.75,1270,1.0,1270,0,1300,316000,5,0,0,98077
4,1.0,1520,1.5,1520,0,1520,160000,3,0,0,98198
3,1.0,1310,1.0,1310,0,1330,170000,3,0,0,98198
3,1.0,1310,1.0,1310,0,1330,235000,3,0,0,98198
3,1.0,990,1.0,990,0,1200,310000,3,0,0,98034
4,1.75,2080,1.0,1040,1040,1780,285000,4,0,0,98178
2,1.0,960,1.0,960,0,1010,280000,3,0,0,98117
4,2.5,2750,2.0,2750,0,2810,763776,3,0,0,98075
5,2.75,3230,1.0,1880,1350,2910,530000,3,0,2,98166
1,1.0,890,1.5,890,0,1670,362000,3,0,0,98019
2,1.0,990,1.0,990,0,990,430000,3,0,0,98117
3,1.0,1290,1.5,1290,0,1290,456500,4,0,0,98117
4,2.5,2170,2.0,2170,0,1430,445000,3,0,0,98115
3,1.0,1330,1.0,960,370,1460,386900,3,0,0,98034
3,1.0,1340,1.0,1340,0,1430,479000,4,0,0,98006
3,2.5,2200,2.0,2200,0,2400,525000,3,0,0,98065
4,1.75,2520,1.0,1260,1260,2090,272000,3,0,0,98023
4,1.0,1180,1.5,1180,0,1580,517000,3,0,0,98125
3,1.75,2660,1.0,1330,1330,1950,615000,4,0,0,98117
3,1.75,1250,1.0,1250,0,1460,439000,3,0,0,98008
3,2.5,2270,1.0,2270,0,2580,716000,4,0,0,98029
2,1.0,1080,1.0,1080,0,2100,308000,4,0,2,98118
3,2.25,1620,2.0,1620,0,1210,800000,4,0,0,98119
3,2.0,940,1.0,880,60,1420,575000,3,0,0,98117
3,1.5,1620,1.0,1620,0,1610,219950,4,0,0,98042
4,2.5,2350,2.0,2350,0,2460,770000,4,0,0,98006
3,1.75,2090,1.0,2090,0,1510,424950,3,0,0,98034
3,2.25,1760,2.0,1760,0,1910,387000,3,0,0,98065
4,1.75,2050,1.0,1450,600,2440,790000,3,0,3,98155
2,1.0,600,1.0,600,0,1290,156000,3,0,0,98146
2,1.0,2540,1.0,1320,1220,2160,580000,5,0,0,98118
4,2.25,2090,2.0,2090,0,1800,490000,3,0,0,98033
5,3.25,2700,2.0,2070,630,1940,950000,3,0,2,98144
2,2.5,1410,2.0,1090,320,1410,400000,3,0,0,98126
2,2.5,1170,2.0,1170,0,1350,325000,3,0,0,98133
4,2.5,2540,2.0,2540,0,2810,365000,3,0,0,98092
3,1.75,2190,1.5,2190,0,1610,255000,4,0,0,98002
5,3.5,3890,2.0,2870,1020,3080,985000,3,0,1,98125
4,2.5,2030,1.0,1100,930,1610,595000,3,0,0,98115
3,1.0,1350,1.0,1350,0,1350,427500,5,0,0,98125
3,1.5,1940,1.5,1310,630,1940,728000,3,0,0,98112
2,1.0,1260,1.0,1000,260,1780,549950,3,0,0,98117
3,2.0,2800,1.0,1400,1400,2260,650000,3,0,0,98125
3,1.0,840,1.0,840,0,920,203000,5,0,0,98042
2,1.0,860,1.0,860,0,1380,311000,5,0,0,98118
6,2.0,2400,1.0,1200,1200,1290,387500,3,0,0,98028
4,2.0,1640,1.0,1640,0,1500,370000,3,0,0,98155
2,1.0,1060,1.0,1060,0,1550,228000,3,0,0,98125
2,1.75,2080,1.0,1080,1000,1310,740000,5,0,0,98117
4,2.0,2090,1.0,1070,1020,1550,200000,3,0,0,98178
3,1.0,1240,1.0,1240,0,1650,660000,4,0,0,98103
4,2.0,2030,2.0,2030,0,1190,275000,3,0,0,98168
2,1.0,1120,1.0,950,170,1510,708000,3,0,0,98199
3,2.5,1270,2.0,1270,0,1270,280000,3,0,0,98045
4,2.5,2260,2.0,2260,0,2450,325000,3,0,0,98042
3,2.5,1780,2.0,1780,0,1890,495000,3,0,0,98045
2,2.0,1780,1.5,980,800,1690,691000,3,0,0,98119
3,2.5,2120,1.0,1360,760,2330,329500,5,0,0,98001
3,2.5,2060,2.0,2060,0,2480,348000,3,0,0,98023
2,1.0,1670,1.0,1670,0,1670,425000,4,0,0,98125
3,1.0,1080,1.0,1080,0,1380,210000,3,0,0,98106
2,1.0,1210,1.0,710,500,1100,285000,3,0,0,98126
3,1.0,990,1.0,990,0,1120,222000,3,0,0,98023
4,2.5,1720,1.0,1120,600,1520,200000,3,0,0,98092
3,2.0,1530,1.0,1530,0,1750,247500,3,0,0,98023
3,1.75,1100,1.0,1100,0,1350,190000,3,0,0,98146
4,2.5,3020,1.5,2020,1000,2300,975000,4,0,0,98112
4,1.75,1830,1.0,1130,700,2020,283200,4,0,0,98003
3,2.5,2540,1.0,1880,660,2110,650000,4,0,0,98177
3,2.0,1770,1.0,960,810,2010,449500,4,0,0,98133
3,1.75,1470,1.0,1470,0,1790,400000,3,0,0,98034
1,1.0,570,1.0,570,0,890,89950,3,0,0,98146
3,1.0,960,1.0,960,0,1110,158800,3,0,0,98146
4,3.0,2940,2.0,2220,720,2240,870000,3,0,1,98136
3,1.5,1000,1.0,1000,0,1610,196000,3,0,0,98001
3,1.75,2450,1.0,1340,1110,2280,850000,5,0,0,98199
4,2.5,3310,2.0,3310,0,3010,775000,3,0,0,98052
3,2.5,1670,2.0,1670,0,1670,483500,3,0,0,98027
3,1.5,1620,2.0,1620,0,1600,387000,3,0,0,98019
3,3.0,2990,2.0,2990,0,1750,900000,3,0,0,98155
3,1.5,1240,1.0,1240,0,1050,336000,3,0,2,98106
2,1.0,670,1.0,670,0,1240,415000,5,0,0,98118
3,1.5,1320,1.0,1320,0,1350,350000,3,0,0,98112
3,1.75,2440,1.0,1320,1120,2530,765000,4,0,3,98199
4,2.5,2900,2.0,2900,0,2900,527000,3,0,0,98059
4,2.75,2310,1.5,1480,830,1100,524000,5,0,0,98118
2,1.0,1110,1.0,890,220,1300,448000,3,0,0,98115
4,3.25,4100,2.0,2500,1600,3770,775000,3,0,0,98072
3,1.0,930,1.5,930,0,930,176500,4,0,0,98032
4,2.25,2420,1.0,1620,800,2210,750000,4,0,2,98146
3,1.0,1480,1.0,1480,0,1480,250000,3,0,0,98146
3,2.75,1960,1.5,1960,0,2440,759000,5,0,2,98122
3,2.0,1470,1.5,1470,0,1700,640000,4,0,0,98199
3,3.25,2460,2.0,2100,360,2370,990000,5,0,0,98115
4,1.75,1960,1.0,980,980,1290,395000,4,0,0,98125
2,1.5,1160,2.0,890,270,1160,275000,3,0,0,98133
3,2.5,1910,2.0,1910,0,2460,390000,3,0,0,98059
5,2.75,2720,1.5,1710,1010,1670,752500,4,0,0,98107
2,1.0,1020,1.5,1020,0,1490,450000,4,0,0,98107
2,1.0,900,1.0,900,0,1400,473000,4,0,0,98117
3,1.75,1120,1.0,1120,0,1250,178500,3,0,0,98045
3,2.5,2340,1.0,2340,0,2700,485000,3,0,0,98038
3,1.5,1410,1.0,780,630,1440,215000,4,0,0,98023
4,1.75,1920,1.0,1060,860,1840,589000,5,0,0,98116
4,1.75,1370,1.0,1370,0,1650,325000,3,0,0,98028
3,2.5,1590,2.5,1590,0,1620,580000,3,0,0,98116
4,1.75,1850,1.0,1850,0,1460,181100,3,0,0,98198
3,2.0,1430,1.0,830,600,1540,345000,4,0,0,98199
3,1.75,1940,1.0,1460,480,2250,781000,3,0,0,98125
4,1.0,1270,1.5,1270,0,1420,402500,3,0,0,98122
3,1.5,1380,1.0,1080,300,1220,426000,3,0,0,98106
3,2.5,1720,2.0,1720,0,2220,389000,3,0,0,98065
6,3.0,4050,2.0,2620,1430,3660,670000,4,0,0,98027
3,2.25,1870,2.0,1870,0,1620,288400,3,0,0,98056
4,2.0,2230,1.5,1510,720,1520,700000,5,0,0,98103
4,3.0,2020,1.0,1220,800,1400,830000,3,0,0,98199
2,1.0,1450,1.0,1450,0,1240,350500,3,0,0,98115
3,1.75,1630,1.0,1630,0,1600,431000,4,0,0,98166
3,2.5,1840,1.0,1340,500,1970,485000,3,0,1,98177
3,1.5,1620,1.0,1620,0,2440,780000,4,0,2,98117
2,1.5,1840,1.0,1340,500,1880,720000,3,0,2,98136
3,1.0,1360,1.0,1360,0,2040,415000,3,0,0,98072
4,1.0,2080,1.0,1040,1040,1280,480000,3,0,0,98117
4,2.25,2550,1.0,1560,990,2440,452250,4,0,0,98028
3,2.5,2550,2.0,2550,0,1840,316000,3,0,0,98023
2,1.0,1160,1.0,1160,0,1510,700000,3,1,4,98178
4,2.0,1760,1.0,780,980,1510,285000,3,0,1,98118
3,1.75,1720,1.0,860,860,1720,575000,5,0,0,98115
3,2.25,2300,1.0,1580,720,2500,590000,4,0,2,98166
4,1.75,2500,1.0,1600,900,2170,587500,3,0,2,98166
4,2.25,1750,1.5,1750,0,1750,364000,4,0,0,98155
3,2.5,1890,2.0,1890,0,2080,490000,3,0,0,98074
3,2.25,1800,1.0,1360,440,2730,410000,4,0,0,98027
3,2.5,2160,2.0,2160,0,2160,520000,3,0,0,98029
3,1.0,1380,1.0,1380,0,1610,389000,4,0,0,98133
2,1.0,1180,1.0,1180,0,1600,450000,3,0,0,98119
3,2.5,2550,2.0,2550,0,2550,325000,3,0,0,98031
2,1.0,1070,1.0,1070,0,1400,660000,3,0,0,98103
3,2.25,2870,2.0,2250,620,1310,850000,3,0,0,98136
3,2.5,1940,2.0,1940,0,1860,285000,3,0,0,98042
2,1.0,870,1.0,870,0,1570,395000,4,0,0,98107
3,2.0,1550,2.0,1550,0,1550,440000,3,0,0,98103
3,1.75,1400,1.5,1400,0,2320,249000,5,0,0,98056
3,1.75,1210,1.5,1210,0,2020,635000,4,0,0,98105
3,2.5,3430,2.0,3430,0,2460,515000,3,0,0,98001
2,1.0,950,1.0,950,0,1620,200000,3,0,0,98166
4,1.0,1460,1.0,780,680,1560,445000,3,0,2,98126
3,1.5,1740,1.5,1640,100,1660,555000,4,0,0,98117
4,2.0,1720,1.0,860,860,1280,537000,4,0,0,98116
3,1.75,1480,1.0,1480,0,1480,315000,4,0,0,98055
5,2.5,3320,2.0,3320,0,3060,805000,3,0,0,98075
4,2.5,3490,1.5,3490,0,2540,414000,4,0,0,98023
2,1.5,1160,2.0,1160,0,1458,375000,3,0,0,98144
4,1.75,3010,1.0,1780,1230,2040,401000,3,0,0,98125
3,1.0,1030,1.0,1030,0,1730,210000,3,0,0,98198
2,1.0,980,1.0,780,200,1430,365000,4,0,0,98115
5,1.5,1990,1.0,1990,0,1860,178000,3,0,0,98178
2,1.0,1790,1.0,1040,750,1310,710000,4,0,0,98112
2,1.0,810,1.0,810,0,1440,255000,1,0,0,98146
5,2.25,2940,1.0,1700,1240,2620,528000,3,0,0,98077
4,4.25,4883,2.0,3859,1024,3736,537000,3,0,3,98092
4,1.5,1360,1.0,1010,350,1520,442000,3,0,0,98116
3,1.75,1370,1.0,1370,0,1430,375000,3,0,0,98014
4,2.5,2120,2.0,2120,0,2120,637250,3,0,0,98052
3,1.75,1240,1.0,1240,0,1640,427500,5,0,0,98136
4,2.5,2770,2.0,2770,0,2650,700000,3,0,0,98053
3,1.75,1660,1.0,1080,580,2060,680000,4,0,0,98116
2,2.0,1170,1.0,1170,0,1360,393820,3,0,0,98115
4,2.75,2470,1.0,1350,1120,1500,525000,5,0,0,98108
2,1.75,1310,1.0,1110,200,1510,505000,2,0,0,98117
3,2.0,1670,1.0,1670,0,2210,555565,4,0,1,98033
3,1.75,1660,1.0,1240,420,3110,650000,4,0,0,98177
5,3.25,3500,2.0,2760,740,2820,632500,3,0,0,98065
3,2.5,1440,2.0,1440,0,1890,269000,3,0,0,98038
4,2.75,2360,1.0,1390,970,2160,405000,3,0,0,98034
3,3.5,3460,2.0,3460,0,3350,845000,3,0,0,98077
3,1.0,1750,1.0,1750,0,1400,234000,4,0,0,98032
4,1.75,1470,1.5,1470,0,1480,638000,4,0,0,98107
3,1.75,1710,1.0,1060,650,1180,290000,3,0,0,98045
1,0.75,520,1.0,520,0,1340,262000,5,0,0,98022
4,2.5,2350,2.0,2350,0,3010,270000,3,0,0,98042
4,2.25,2380,2.0,2240,140,1780,875000,4,0,0,98117
3,2.25,1920,2.0,1920,0,2170,299000,4,0,0,98032
3,1.0,1580,1.0,1580,0,1580,551000,5,0,0,98027
3,2.75,3070,2.0,2360,710,2570,350000,3,0,1,98166
2,1.75,1700,1.0,850,850,1690,511718,3,0,0,98117
4,3.25,5010,2.0,3710,1300,3140,965000,5,0,0,98027
4,2.25,2680,2.0,2680,0,2460,475000,3,0,0,98011
4,2.75,2720,1.5,1840,880,1600,1060000,5,0,2,98117
2,1.0,940,1.0,940,0,1370,252000,4,0,0,98070
6,2.5,3596,1.0,1798,1798,1894,580000,5,0,0,98166
2,2.25,1240,2.0,1000,240,1260,374950,3,0,0,98144
5,4.0,4660,2.0,2600,2060,3380,739000,4,0,2,98056
4,1.75,1710,1.0,910,800,1730,271000,5,0,0,98031
2,1.0,930,1.0,930,0,1370,230000,3,0,0,98168
3,2.25,1430,1.0,1070,360,1430,210000,3,0,0,98023
3,2.75,1650,2.0,1650,0,1320,350000,4,0,0,98166
3,2.25,1560,1.0,1110,450,2190,491500,4,0,0,98034
3,2.5,1870,1.0,1250,620,1380,325000,4,0,0,98045
3,2.0,1320,1.0,1320,0,1420,190000,3,0,0,98038
4,2.0,1400,1.5,1400,0,1400,658600,4,0,0,98117
3,1.5,1940,1.0,1300,640,2000,299950,3,0,0,98168
5,2.0,2000,1.5,1200,800,1330,464000,3,0,0,98122
3,1.0,1640,1.5,1640,0,1500,308000,3,0,0,98168
3,1.0,1020,1.0,1020,0,1870,625000,3,0,0,98033
3,1.75,1630,1.0,1080,550,1280,240000,4,0,0,98032
4,2.5,2940,2.0,2940,0,2890,530000,3,0,0,98042
5,4.5,2120,2.0,2120,0,2870,1000000,5,1,4,98006
1,1.0,790,1.0,790,0,1580,439000,3,0,0,98122
4,1.75,2020,1.0,1010,1010,1440,575000,4,0,0,98133
3,1.75,1530,1.0,1530,0,1580,418000,3,0,0,98155
4,3.75,2930,1.5,2130,800,1900,1100000,5,0,0,98119
3,2.5,2180,2.0,2180,0,2630,580000,3,0,0,98072
2,1.0,1040,1.0,840,200,1930,380000,5,0,0,98126
3,1.0,880,1.0,880,0,980,256000,4,0,0,98055
3,1.0,1400,1.0,1400,0,1400,349950,3,0,0,98125
4,2.5,2600,2.0,2600,0,1790,691500,3,0,0,98115
3,1.75,1590,1.5,1190,400,1420,556000,4,0,0,98105
3,2.25,1610,1.0,1280,330,2170,218000,4,0,0,98023
4,2.0,1390,1.5,1390,0,1900,425000,5,0,0,98108
3,3.25,3710,2.0,3710,0,1680,935000,3,0,0,98014
4,1.75,2360,1.0,2360,0,2290,732000,4,0,0,98006
3,1.0,1440,1.0,1440,0,2080,805500,4,0,0,98004
3,1.75,1400,1.0,1100,300,1500,507250,3,0,2,98126
4,2.5,4600,2.0,4600,0,4600,800000,3,0,0,98053
3,2.25,2100,2.0,2100,0,2420,600000,4,0,1,98008
4,1.75,2010,1.0,2010,0,2200,627800,3,0,0,98074
2,2.25,2550,2.0,1860,690,2010,660000,5,0,0,98115
2,2.5,1240,2.0,1240,0,1400,153503,3,0,0,98003
3,2.25,2090,1.0,1460,630,1960,456500,3,0,0,98034
3,2.5,3560,2.0,3560,0,3290,843500,3,0,0,98052
3,1.0,1240,1.0,1240,0,2060,625000,3,0,0,98103
2,1.75,1640,1.0,840,800,1980,527000,3,0,0,98105
5,2.5,3150,2.0,3150,0,3600,1000000,4,0,0,98005
4,3.0,2550,2.0,1720,830,1590,855000,3,0,0,98117
4,3.25,3940,2.0,3440,500,3420,725000,3,0,3,98059
1,1.0,580,1.0,580,0,1360,315000,3,0,0,98126
3,1.75,1330,1.0,1330,0,1330,180000,3,0,0,98001
2,1.0,930,1.0,930,0,1760,700000,3,0,3,98136
3,1.0,1060,2.0,1060,0,2010,476500,4,0,0,98033
3,1.5,1180,1.0,1180,0,1460,193000,3,0,0,98148
4,2.5,1850,2.0,1850,0,1850,295000,3,0,0,98030
2,1.0,820,1.0,820,0,1320,363000,4,0,0,98136
4,2.5,3600,2.0,3600,0,3410,875000,4,0,0,98077
3,2.0,1850,1.0,1150,700,1580,257200,4,0,0,98002
3,2.0,2240,1.0,2240,0,2200,555000,3,0,0,98008
3,2.25,1860,2.0,1860,0,1110,380000,4,0,0,98022
4,2.75,2390,2.0,2390,0,1980,282000,3,0,0,98023
4,2.5,2040,2.0,2040,0,1380,545000,3,0,0,98115
3,1.5,1900,1.5,1640,260,2090,550000,3,0,0,98115
3,1.5,1900,1.5,1640,260,2090,921500,3,0,0,98115
3,1.5,2200,2.0,1440,760,2440,885000,5,0,0,98112
4,2.25,2280,1.5,1960,320,1720,820000,3,0,2,98119
3,1.0,1090,1.0,1090,0,1090,289000,5,0,0,98056
1,1.0,670,1.0,670,0,1170,334000,3,0,0,98116
3,1.0,1050,1.0,1050,0,970,206000,5,0,0,98010
3,2.25,2090,1.0,1440,650,1740,491950,3,0,0,98115
3,2.5,2030,2.0,2030,0,1360,430000,3,0,0,98024
3,2.0,1250,1.0,1250,0,1540,208000,4,0,0,98042
4,2.25,2600,1.0,1390,1210,2110,245000,3,0,0,98023
2,1.0,640,1.0,640,0,1460,426000,4,0,0,98117
3,2.5,2120,2.0,2120,0,2250,400000,3,0,0,98059
3,1.0,1330,1.0,900,430,1500,553000,3,0,0,98115
2,1.0,750,1.0,750,0,1450,296000,3,0,0,98117
3,2.5,2230,1.0,2230,0,2400,428000,4,0,0,98042
4,2.5,1890,1.0,980,910,1590,325000,3,0,0,98106
2,1.0,820,1.0,820,0,1580,294000,5,0,0,98133
3,1.75,1880,1.0,1380,500,1970,410000,4,0,0,98059
4,4.25,2360,2.0,2360,0,2037,590000,4,0,0,98003
3,2.25,1850,2.0,1850,0,1650,445000,4,0,0,98029
4,2.5,2310,2.0,2010,300,2530,921000,4,0,4,98122
3,1.5,2520,1.0,2520,0,1470,496000,3,0,0,98045
2,1.0,800,1.0,800,0,1490,95000,3,0,0,98198
4,1.75,1580,1.0,790,790,1180,359000,4,0,0,98126
3,2.5,2430,1.0,1570,860,1560,452500,4,0,0,98045
4,1.75,2350,1.5,1410,940,1800,555000,4,0,0,98116
5,3.0,3800,1.5,3800,0,2580,549900,4,0,0,98042
5,3.0,3670,1.0,2060,1610,2720,569000,5,0,0,98155
4,2.0,1780,1.0,900,880,1480,318500,5,0,0,98058
2,1.5,1295,2.0,1105,190,1295,487028,3,0,0,98112
3,1.0,1350,1.0,950,400,1470,240000,4,0,0,98032
3,2.25,1440,1.0,1440,0,1590,253000,3,0,0,98030
5,1.75,1320,1.0,1120,200,2360,380000,4,0,0,98198
2,0.75,700,1.0,700,0,2010,250000,4,0,0,98092
2,1.75,2510,2.0,2510,0,2400,368500,3,0,0,98092
3,1.0,3180,1.0,1400,1780,2180,340000,3,0,0,98022
2,1.0,910,1.0,910,0,1060,400000,3,0,0,98136
3,2.0,1570,1.5,1570,0,1760,835000,5,0,0,98117
3,2.5,2450,2.0,2450,0,1960,299000,3,0,0,98023
3,2.0,1570,1.0,1570,0,1570,265000,3,0,0,98092
4,2.5,2680,2.0,2680,0,2640,437500,3,0,0,98059
3,1.75,2090,2.0,1610,480,1280,865000,3,0,0,98199
3,2.0,2150,1.0,2150,0,2510,626000,3,0,0,98029
2,2.0,1140,2.0,1040,100,1140,247300,3,0,0,98144
3,1.0,1790,1.5,1790,0,1060,425000,2,0,0,98108
5,3.5,3100,1.0,1660,1440,2700,905000,3,0,4,98008
3,2.5,2220,3.0,2220,0,2200,641250,3,0,2,98117
4,2.5,2370,2.0,2370,0,2290,675000,3,0,0,98027
4,2.75,4070,2.0,4070,0,2970,845000,3,0,0,98045
4,1.0,1790,1.0,1260,530,1470,401500,4,0,0,98133
3,2.5,1610,2.0,1610,0,1300,395000,3,0,0,98052
5,2.75,2830,1.0,1630,1200,2370,1100000,5,0,0,98040
3,1.0,1010,1.0,1010,0,1740,145000,3,0,0,98168
3,1.0,1560,1.5,1390,170,1700,900000,3,0,0,98117
3,1.5,1330,1.0,1330,0,1370,374500,4,0,0,98034
4,2.25,2330,2.0,2330,0,1880,850000,4,0,0,98005
3,1.0,960,1.0,960,0,1520,490000,3,0,0,98116
3,2.5,1710,2.0,1710,0,2220,304000,3,0,0,98003
4,2.25,2230,1.0,1300,930,2010,400000,4,0,0,98133
3,2.0,1700,2.0,1700,0,1460,454000,3,0,0,98011
2,2.0,1040,1.0,850,190,1350,160000,2,0,0,98118
3,1.75,1070,1.0,1070,0,1540,542000,3,0,0,98052
5,2.5,3600,1.0,2410,1190,2620,403500,4,0,0,98166
4,2.5,2750,2.0,2750,0,2610,418000,3,0,0,98038
4,1.5,1920,2.0,1920,0,1920,406000,3,0,1,98198
3,2.25,1770,1.0,1340,430,1270,242500,3,0,0,98198
4,2.5,2460,2.0,2460,0,2460,425000,3,0,0,98058
4,2.0,1550,1.5,1550,0,1680,613000,3,0,0,98103
3,2.0,1460,1.0,1170,290,1540,189000,2,0,0,98045
4,2.25,2440,1.5,2440,0,1720,700000,3,0,0,98125
3,1.0,1640,1.5,1440,200,1770,750000,4,0,0,98103
2,1.0,1290,1.0,1290,0,1640,494000,4,0,0,98115
4,3.0,3150,2.0,3150,0,2970,700000,3,0,0,98075
2,2.5,2305,1.0,2305,0,1440,705000,3,0,0,98077
2,1.75,1060,1.0,1060,0,1790,356000,3,0,0,98072
3,1.75,2060,1.0,1350,710,1850,625000,4,0,0,98052
2,1.0,900,1.0,900,0,1350,144975,3,0,0,98198
4,4.5,3890,2.0,3060,830,4170,970000,3,0,3,98029
3,1.75,1910,1.0,1340,570,1550,415000,3,0,0,98072
4,3.0,2340,1.0,1340,1000,1440,485000,4,0,0,98034
3,3.0,2900,2.0,2900,0,2900,799950,3,0,0,98052
4,2.5,3290,2.0,3290,0,4090,783350,3,0,0,98077
1,1.0,630,1.0,630,0,1090,430000,3,0,0,98109
4,2.5,4270,1.0,2680,1590,3630,975000,3,0,0,98053
3,1.5,1700,1.0,1130,570,2920,950000,3,0,0,98004
2,1.0,1430,1.5,1150,280,1820,350000,3,0,0,98177
4,2.75,2850,2.0,2850,0,1510,637000,3,0,0,98125
3,2.0,2160,1.0,2160,0,2760,895000,3,0,0,98059
2,2.0,1760,1.0,880,880,1760,579000,5,0,0,98118
4,1.75,2700,1.0,1380,1320,2460,314900,3,0,0,98003
2,1.0,860,1.0,860,0,1300,122000,3,0,0,98022
2,1.0,880,1.0,880,0,1300,405000,5,0,0,98103
2,2.5,1360,2.0,1050,310,1430,553650,3,0,0,98112
2,2.5,1770,3.0,1770,0,1770,369900,3,0,0,98126
3,2.0,2030,1.0,1220,810,1980,225000,4,0,0,98001
2,1.0,1180,1.0,1180,0,1780,160000,3,0,0,98178
4,2.0,2430,1.0,1310,1120,2220,449500,3,0,0,98038
3,1.0,1300,1.0,1300,0,1300,650000,4,0,0,98004
4,2.5,2360,2.0,2360,0,2850,542126,3,0,0,98077
3,1.5,1200,1.0,1200,0,1210,309950,3,0,0,98045
2,1.0,1000,1.0,1000,0,1350,115000,3,0,0,98001
2,1.5,1556,1.0,1556,0,2250,221700,4,0,0,98032
3,2.5,1890,1.5,1460,430,1010,726000,4,0,0,98107
3,1.75,1810,1.0,1010,800,1260,515000,4,0,0,98116
4,2.5,2730,2.0,2730,0,3090,756000,3,0,0,98006
4,2.25,2080,1.0,1220,860,2110,442000,4,0,0,98074
4,2.0,1620,2.0,1620,0,1710,260000,4,0,0,98031
2,1.75,1150,1.0,770,380,1440,390000,4,0,0,98102
2,1.0,1250,1.0,850,400,1370,459500,3,0,0,98117
3,1.5,1430,1.0,1430,0,1410,330000,5,0,0,98155
2,1.0,790,1.0,790,0,1110,189000,3,0,0,98168
3,1.0,1200,1.5,1200,0,1540,280000,4,0,0,98030
2,1.75,2110,1.0,2110,0,1480,400000,2,0,0,98155
4,2.0,3160,1.0,2410,750,1020,368000,5,0,0,98056
4,1.75,2700,1.5,2700,0,2220,390000,4,0,0,98058
2,1.0,820,1.0,820,0,1030,245000,3,0,0,98133
4,2.5,1800,1.0,1200,600,1780,375000,4,0,0,98133
5,1.5,1750,1.0,1390,360,1560,465000,3,0,0,98033
3,2.0,1540,1.0,1540,0,1250,445000,3,0,0,98059
3,1.0,1130,1.0,1130,0,1170,250000,3,0,0,98118
3,1.0,1500,1.0,1500,0,1440,475500,4,0,0,98133
